,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
942,9.6324,-17.7936,-18.7958,-19.2214,-19.4582,-19.5092,0.4213,7.1921,-0.518,11.6654,-0.0959,6.675,0.095,4.11,-10.1504
943,9.35,-17.9441,-18.9437,-19.2215,-19.3352,-19.3205,0.3026,7.5085,-0.4364,11.5849,-0.0289,3.325,0.129,1.986,-9.7864
944,8.2566,-16.4724,-17.092,-17.3439,-17.5351,-17.5613,0.28,7.1839,-0.9553,11.2731,-0.4191,1.374,0.022,0.817,-9.2119
945,10.2273,-18.7024,-20.0329,-20.5545,-20.8158,-20.9834,0.4775,8.0192,-0.0646,12.0395,-0.4757,5.097,0.031,3.093,-10.2919
946,10.3114,-20.1144,-21.1342,-21.5403,-21.6717,-21.8935,0.3705,8.4008,0.7208,12.2463,0.0835,3.647,0.215,2.584,-9.5906
947,8.9345,-17.1777,-17.9576,-18.2133,-18.1331,-18.3183,0.2237,6.5634,-0.6843,11.443,-0.5061,6.112,0.075,3.796,-9.6188
948,10.7223,-19.6607,-20.9283,-21.5178,-21.7671,-21.9395,0.5454,8.6432,0.2297,12.4499,-0.9142,4.398,0.119,2.678,-10.4926
949,9.7874,-17.9892,-18.7382,-19.1846,-19.3155,-19.6363,0.3589,7.4706,-0.5586,11.6976,-0.6895,5.963,0.318,5.85,-10.346
951,9.2116,-17.5391,-18.6735,-18.8828,-18.9006,-18.8782,0.2583,6.9078,-0.5034,11.5106,-0.2373,5.706,0.142,3.61,-9.715
952,9.5737,-18.4507,-19.4391,-19.7262,-19.7429,-19.6197,0.2647,7.3052,0.1063,11.6868,-0.0546,5.575,0.258,3.836,-9.4674
953,10.2549,-18.6766,-19.8643,-20.4724,-20.7627,-21.1153,0.5198,7.9214,0.4348,12.076,-0.2652,5.989,0.115,3.768,-9.8201
954,9.4163,-17.6018,-18.6127,-18.9328,-19.0904,-19.0821,0.3448,7.4645,-0.636,11.5609,0.2358,3.806,0.183,2.298,-10.0523
955,9.0864,-16.9245,-18.0036,-18.3029,-18.295,-17.8739,0.3442,7.2073,-1.1095,12.0429,0.2289,3.501,0.026,2.11,-10.1959
956,8.8596,-16.6787,-17.95,-18.1697,-18.2132,-18.0482,0.2844,7.1121,-0.8452,11.4016,-0.5361,2.989,0.141,1.799,-9.7048
958,10.1459,-16.8091,-19.1986,-19.8683,-20.2318,-20.4388,0.5898,7.6301,-1.0023,11.9737,-0.3043,7.365,0.157,4.674,-11.1482
959,8.6698,-16.4899,-17.7368,-17.9934,-17.9463,-17.7099,0.2724,7.0687,-0.7289,11.3914,-0.1479,2.521,0.029,1.511,-9.3987
960,8.56,-15.7982,-17.7714,-18.025,-17.8882,-18.0075,0.2544,6.575,-0.6594,11.3914,0.1163,3.919,0.0,2.335,-9.2194
961,10.0354,-19.6318,-20.7443,-21.0455,-21.1281,-21.0105,0.3346,7.8381,0.7285,12.0019,0.2534,5.008,0.392,3.0,-9.3069
962,9.3627,-18.491,-19.4555,-19.7983,-19.8812,-19.9756,0.3398,7.9464,0.1866,11.7521,0.546,2.006,0.797,1.923,-9.1761
963,10.3708,-19.1106,-20.3292,-20.8305,-21.0378,-21.2524,0.4513,8.1506,-0.1369,12.1505,-0.364,5.316,0.173,3.73,-10.5077
964,9.7776,-17.295,-18.8025,-19.2897,-19.4877,-19.7435,0.4469,7.0369,-0.375,11.7023,-0.6814,9.486,0.133,6.135,-10.1526
965,9.1255,-18.0045,-18.9321,-19.1578,-19.0982,-18.5658,0.1945,6.8213,-0.3938,11.5699,0.1107,5.676,0.062,3.45,-9.5193
966,9.2592,-18.2042,-19.3498,-19.6631,-19.744,-19.9003,0.2941,7.4423,-0.1466,11.6727,-0.6808,3.223,0.062,1.95,-9.4058
967,9.2571,-18.5957,-19.5136,-19.8412,-19.8746,-19.8919,0.3409,7.1623,-0.0655,13.0393,0.3967,4.45,0.0,2.651,-9.3226
968,8.2059,-15.9134,-16.8085,-17.0849,-17.2168,-17.3115,0.303,7.6742,-1.1202,11.272,0.1603,0.731,0.143,0.448,-9.3261
969,9.7476,-17.0501,-19.1249,-19.5696,-19.6849,-19.3417,0.4093,7.3132,-1.4603,11.7784,0.297,6.639,0.085,4.102,-11.2079
970,9.2182,-17.5027,-18.4302,-18.8089,-18.9169,-19.0229,0.3619,7.2088,-0.5029,12.271,0.4996,4.054,0.049,2.438,-9.7211
971,8.642,-16.5251,-17.5552,-17.8814,-17.9148,-18.0106,0.3125,6.6364,-0.9626,12.6053,1.2514,4.083,0.0,2.433,-9.6046
972,8.5893,-16.3404,-17.6481,-18.0563,-17.9713,-17.7211,0.4119,6.3979,-0.7305,13.5076,-0.332,4.974,0.025,2.968,-9.3198
973,8.5357,-16.4018,-17.5039,-17.8201,-17.9085,-18.0097,0.3229,7.9946,-0.7169,11.4018,0.393,0.75,0.331,0.437,-9.2526
974,9.1588,-16.9415,-18.2151,-18.526,-18.5754,-18.3563,0.3478,6.9821,-0.6348,11.4851,-0.3846,4.879,0.107,3.077,-9.7936
975,9.4451,-18.132,-19.036,-19.3873,-19.5121,-19.5592,0.3165,7.2956,-0.2797,11.6581,-0.8365,4.774,0.097,3.024,-9.7248
976,8.1964,-17.1165,-17.6446,-17.8236,-17.883,-17.7999,0.19,6.9778,-0.5473,12.8467,0.5728,1.623,0.0,0.968,-8.7437
977,9.5152,-18.6271,-19.4963,-19.9346,-20.1469,-20.3528,0.4581,8.0524,0.389,11.8508,0.515,2.124,0.876,1.355,-9.1263
978,8.845,-16.633,-17.7155,-18.1045,-18.1232,-17.8838,0.382,6.8674,-0.8484,11.4524,0.1175,3.901,0.068,2.336,-9.6934
979,10.0952,-17.9023,-19.4159,-19.9562,-20.2666,-20.4546,0.528,8.1395,0.2703,11.9111,0.6215,3.814,0.354,2.373,-9.8249
980,9.8751,-17.4933,-18.8694,-19.5191,-19.8452,-20.1045,0.5606,7.8774,-0.361,11.897,-0.6034,4.12,0.28,2.758,-10.2361
981,9.9962,-17.5357,-18.7018,-19.3243,-19.613,-19.8577,0.5318,9.0362,0.2085,11.8949,-0.0822,1.214,0.472,0.758,-9.7877
982,10.2283,-17.6117,-18.8654,-19.5584,-19.871,-20.0804,0.5304,8.9558,0.3613,11.8949,0.1009,1.773,0.451,1.158,-9.867
983,10.3159,-19.357,-20.5976,-21.077,-21.2278,-21.2352,0.4438,8.1337,0.135,12.1866,-0.0373,4.938,0.062,2.981,-10.1809
984,10.0095,-19.0893,-20.4167,-20.847,-20.8177,-20.7593,0.3756,7.5756,0.114,13.9303,0.7956,6.693,0.117,4.173,-9.8955
985,9.5905,-17.7518,-19.2562,-19.6057,-19.7068,-19.3072,0.3242,7.3876,-0.7105,11.729,-0.059,5.037,0.022,3.055,-10.301
986,10.6116,-18.3083,-19.8394,-20.5783,-20.9428,-21.1636,0.6322,8.2952,-0.1588,15.0599,1.1247,5.791,0.106,3.526,-10.7704
987,10.2411,-19.6341,-20.6103,-21.0385,-21.1408,-21.1169,0.4001,7.5469,0.4955,12.1916,-1.121,9.09,0.22,6.191,-9.7456
988,8.7663,-16.3234,-17.2454,-17.6207,-17.7718,-17.8978,0.3737,7.3794,-1.0634,11.7381,-0.768,2.015,0.273,1.286,-9.8297
989,9.4862,-18.2104,-19.1676,-19.5966,-19.7818,-19.9391,0.4276,8.0905,-0.2593,11.7381,-0.7949,1.99,0.0,1.186,-9.7454
991,9.4808,-17.7447,-18.8046,-19.2493,-19.3388,-19.4488,0.4297,7.4839,-0.2615,11.6575,0.402,4.015,0.073,2.454,-9.7423
992,9.0457,-17.6798,-18.5851,-18.9083,-18.9727,-18.9879,0.3227,7.4498,-0.4383,11.5799,0.4551,2.503,0.0,1.491,-9.484
993,8.972,-17.333,-18.2936,-18.5739,-18.4758,-18.7232,0.264,6.5221,-0.7242,11.5089,-0.3429,6.695,0.185,4.302,-9.6962
995,8.6123,-16.1644,-17.1693,-17.5923,-17.6311,-17.6255,0.4398,7.3986,-1.1089,11.4159,-0.2322,1.616,0.33,0.937,-9.7212
996,10.0643,-19.973,-20.8546,-21.1553,-21.2148,-21.2593,0.2681,7.7014,0.4647,12.1309,-0.5452,6.137,0.077,3.759,-9.5996
997,10.3608,-19.0197,-20.3774,-20.9255,-21.1523,-21.0713,0.4647,7.6111,-0.0231,12.1647,-0.2126,10.096,0.49,8.888,-10.3839
998,9.6361,-19.302,-20.1456,-20.4617,-20.5287,-20.6551,0.3131,8.0986,0.1954,11.865,0.3361,2.346,0.04,1.408,-9.4407
999,9.6977,-17.3267,-18.5006,-19.0538,-19.3378,-19.5075,0.5351,8.1112,-0.5992,11.7036,-0.0792,2.51,0.155,1.578,-10.2969
1001,9.8578,-19.6258,-20.512,-20.8363,-20.9028,-21.0438,0.296,7.714,0.4792,11.9593,-0.4215,4.72,0.0,2.812,-9.3786
1002,9.4422,-18.2302,-19.2615,-19.6475,-19.826,-19.851,0.3941,7.1052,0.0024,14.2303,0.8701,5.895,0.467,3.443,-9.4398
1004,10.1181,-18.9779,-19.91,-20.3647,-20.5715,-20.8291,0.3958,7.4568,0.0211,12.351,0.2291,8.676,0.136,5.373,-10.097
1005,9.6714,-17.7506,-18.799,-19.2667,-19.4702,-19.5652,0.4548,7.628,-0.4052,11.6737,0.339,4.259,0.04,2.584,-10.0766
1006,9.8632,-18.4751,-19.4411,-19.8242,-19.8284,-19.5528,0.3827,7.6588,-0.4045,11.7653,0.3943,5.083,0.169,3.132,-10.2677
1009,10.433,-19.4199,-20.5274,-21.0572,-21.3035,-21.386,0.4925,8.2621,0.4994,12.2636,-0.4022,4.9,0.684,3.278,-9.9336
1010,9.0776,-16.4586,-17.8601,-18.1306,-18.1379,-17.7681,0.2909,7.1506,-1.0451,11.4578,-0.7976,3.682,0.159,2.295,-10.1227
1011,9.9667,-18.6689,-19.7909,-20.2649,-20.4869,-20.6392,0.4542,7.6429,0.1218,11.9447,-0.7958,5.888,0.099,3.653,-9.8449
1012,8.8145,-15.9242,-17.111,-17.4502,-17.4834,-17.0539,0.3468,6.9472,-1.4224,11.353,0.1037,3.455,0.0,2.058,-10.2369
1013,8.969,-17.5546,-18.3995,-18.8116,-18.9747,-19.1063,0.4249,7.9492,-0.3031,11.6177,0.7449,1.294,0.181,0.815,-9.2721
1014,8.752,-16.5743,-17.7027,-17.9564,-17.9597,-18.1631,0.2389,6.8458,-0.9717,13.4206,0.4313,3.66,0.018,2.202,-9.7237
1015,8.9035,-16.8471,-17.7516,-18.0795,-18.165,-18.1537,0.3636,7.7906,-0.6632,11.4529,-0.6477,1.44,0.537,0.787,-9.5667
1016,10.2623,-18.3849,-19.7443,-20.3438,-20.6628,-20.8237,0.5547,8.0836,-0.0242,12.0373,-0.1819,4.966,0.043,3.05,-10.2865
1017,8.8842,-18.2526,-18.997,-19.1242,-19.0652,-18.8283,0.084,7.2284,-0.0844,11.5072,-0.5193,2.682,0.179,1.766,-8.9686
1018,9.5194,-16.934,-18.3884,-18.8865,-19.1352,-19.2093,0.4937,7.2862,-1.0937,11.6397,-0.9878,5.317,0.026,3.226,-10.6131
1019,10.2935,-19.3763,-20.5424,-21.017,-21.2054,-21.3886,0.4305,8.2222,0.8357,12.2167,-0.4634,4.377,0.519,2.712,-9.4578
1020,9.9967,-18.5111,-19.7546,-20.2166,-20.391,-20.5008,0.434,7.6939,0.0556,12.2167,-0.4315,5.806,0.157,3.693,-9.9411
1021,10.4566,-18.0289,-19.6559,-20.4407,-20.8498,-21.054,0.7077,7.9948,0.0349,12.2908,0.2831,7.171,0.061,4.399,-10.4217
1022,9.1387,-17.2274,-18.3185,-18.5958,-18.7091,-17.9048,0.2789,6.8477,-0.5908,11.4911,-0.4343,5.657,0.182,3.624,-9.7295
1023,10.1635,-18.458,-19.6507,-20.2336,-20.5,-20.7539,0.5345,8.2998,0.35,12.0217,0.0642,3.432,0.414,2.119,-9.8135
1024,9.3317,-18.1264,-19.0612,-19.4744,-19.6277,-19.7993,0.3821,7.2766,-0.0434,12.4383,-0.8165,4.351,0.114,2.682,-9.3751
1025,10.5008,-19.1109,-20.6973,-21.2052,-21.3687,-21.4627,0.4351,7.6779,0.3109,12.2741,0.0683,10.49,0.102,6.975,-10.1899
1026,8.9646,-16.7697,-17.8084,-17.9633,-18.3056,-17.91,0.1669,7.0148,-1.1783,11.3668,-0.0575,4.174,0.802,0.959,-10.1429
1028,8.8384,-17.0801,-17.9079,-18.191,-18.327,-18.2744,0.3105,7.0961,-0.7219,11.4288,-0.0777,3.013,0.012,1.806,-9.5603
1029,9.5474,-18.2712,-19.414,-19.768,-19.9119,-19.9622,0.3839,7.5328,-0.091,11.7493,-0.3177,4.067,0.0,2.424,-9.6384
1030,11.0496,-19.6717,-21.3781,-22.0727,-22.4136,-22.6176,0.64,8.4883,0.4463,13.4878,0.9271,7.806,0.395,5.295,-10.6033
1031,9.8986,-17.2274,-18.681,-19.28,-19.6974,-19.84,0.4911,7.5612,-0.6474,11.9214,-0.7917,5.902,0.337,3.638,-10.546
1032,9.3431,-17.593,-18.9723,-19.2225,-19.2186,-18.8594,0.2206,7.1207,-0.3755,11.601,-0.1423,5.15,0.337,3.238,-9.7186
1033,10.1769,-18.9254,-19.9307,-20.3976,-20.5979,-20.6962,0.4601,8.5249,-0.0462,14.4037,1.1549,2.683,0.362,1.629,-10.2231
1034,7.952,-14.9001,-15.6909,-16.0114,-15.9131,-15.6507,0.3992,6.2132,-1.6202,11.1525,-0.5454,2.944,0.007,1.76,-9.5722
1035,10.1268,-17.7575,-19.1566,-19.8253,-20.1453,-20.3722,0.619,8.4909,-0.4892,11.9858,0.1563,2.741,0.583,2.115,-10.616
1036,8.9055,-17.5033,-18.2463,-18.538,-18.6498,-18.7829,0.3128,7.325,-0.3713,11.5,-0.1413,2.46,0.403,1.873,-9.2768
1037,8.8971,-16.2562,-17.2924,-17.7967,-17.9718,-18.1557,0.5199,8.6216,-0.5583,11.4773,-0.1019,0.523,0.742,0.41,-9.4555
1038,9.8832,-19.0516,-20.0353,-20.4372,-20.4908,-20.5133,0.3895,7.3676,0.0307,11.9216,0.9203,7.304,0.052,4.438,-9.8525
1039,9.0945,-17.9285,-18.8941,-19.1767,-19.1627,-19.2458,0.274,7.2392,-0.206,11.6052,0.0328,3.418,0.139,2.097,-9.3005
1040,9.1819,-17.4808,-18.274,-18.6463,-18.6458,-18.6285,0.3648,7.1774,-0.6708,11.5319,0.0326,4.023,0.191,2.603,-9.8527
1041,10.3335,-17.7583,-19.2715,-20.0255,-20.3838,-20.712,0.6641,8.4184,-0.7558,12.08,0.3481,3.678,0.26,2.581,-11.0893
1042,10.6818,-19.281,-20.8423,-21.3766,-21.5164,-21.4053,0.4909,8.069,-0.1968,13.649,0.7863,8.196,0.085,5.188,-10.8786
1043,9.219,-16.4695,-17.7978,-18.2254,-18.148,-18.2129,0.4579,6.6554,-0.9097,11.4928,-0.0215,7.715,0.014,4.645,-10.1288
1044,9.1045,-18.0188,-18.7518,-18.9784,-19.0113,-18.8614,0.2224,6.7546,-0.0809,11.5236,-1.3895,6.0,0.408,4.217,-9.1854
1045,10.7389,-18.7239,-20.416,-21.1677,-21.5569,-21.8688,0.668,8.6162,-0.1208,14.9698,1.5182,5.074,0.538,4.725,-10.8597
1046,9.8402,-19.5627,-20.4885,-20.7922,-20.8167,-20.8703,0.2862,7.551,0.4434,11.92,-0.2037,5.581,0.138,3.362,-9.3968
1047,10.6831,-19.7425,-20.9872,-21.5028,-21.5823,-21.7702,0.4838,8.1033,0.2363,12.4509,0.3254,8.027,0.359,5.742,-10.4468
1048,10.366,-18.7542,-20.1285,-20.7694,-21.1049,-21.1761,0.5537,8.0748,0.2892,12.2667,-0.7551,5.942,0.475,4.589,-10.0768
1049,10.1519,-18.9857,-20.3631,-20.8245,-21.0433,-21.1215,0.4396,7.5705,-0.078,12.0721,-0.6455,7.897,0.051,4.914,-10.2299
1050,10.7698,-19.1919,-20.8302,-21.5305,-21.8564,-22.0333,0.6859,8.8602,-0.8721,12.7303,-0.1736,3.596,1.0,1.822,-11.6419
1051,10.3124,-18.6816,-20.0178,-20.6636,-20.9873,-21.1982,0.5753,7.8487,0.239,12.7121,0.5622,6.961,0.247,4.554,-10.0734
1052,10.1848,-18.8788,-20.0172,-20.5143,-20.6275,-20.6491,0.4831,7.9887,-0.1497,13.6598,0.4946,5.007,0.261,3.025,-10.3345
1053,9.5689,-17.965,-19.1974,-19.5255,-19.6992,-18.9519,0.3734,7.552,-0.6368,11.6726,0.1804,4.06,0.14,2.486,-10.2058
1054,8.2371,-15.8907,-16.7481,-17.0831,-17.1954,-17.2984,0.3352,7.5631,-1.2311,11.306,-0.8288,0.873,0.18,0.498,-9.4682
1055,9.0209,-18.717,-19.4442,-19.6615,-19.6922,-19.1772,0.2053,6.6445,-0.066,12.1437,-1.2811,6.153,0.0,3.666,-9.0869
1056,9.511,-19.8019,-20.5717,-20.7687,-20.8158,-20.8273,0.2092,8.3569,1.0752,11.8884,-1.1512,1.38,0.403,0.654,-8.4359
1059,9.5719,-18.6911,-19.5901,-19.9276,-20.0045,-19.8415,0.3377,7.0515,0.1576,12.4849,0.3132,7.269,0.164,4.854,-9.4144
1060,10.7119,-19.3733,-20.7511,-21.3573,-21.5962,-21.4333,0.5259,8.1632,0.516,13.5409,1.134,8.123,0.589,7.248,-10.1959
1061,9.6648,-17.9022,-19.1339,-19.4742,-19.6145,-19.0272,0.3525,7.4696,-0.7801,11.6772,-0.0695,5.057,0.191,3.331,-10.4449
1062,10.0946,-18.6676,-19.9893,-20.4398,-20.6024,-20.4079,0.4267,7.5263,-0.1616,11.9512,0.5879,7.764,0.163,4.996,-10.2562
1063,10.2342,-18.4234,-19.841,-20.4046,-20.6797,-20.702,0.5454,7.952,-0.0116,14.3367,1.1693,5.527,0.059,3.373,-10.2458
1064,9.6642,-18.4809,-19.5862,-20.0272,-20.2277,-20.3677,0.4146,7.3079,-0.0644,11.8704,-0.6733,6.093,0.086,3.781,-9.7286
1065,9.0543,-17.4177,-18.3803,-18.6805,-18.6997,-18.8103,0.2835,7.1881,-0.5607,11.5143,-0.8021,3.418,0.188,2.123,-9.615
1066,10.7674,-19.3941,-20.8741,-21.4926,-21.7869,-21.9298,0.5495,8.0899,0.4201,12.5547,-0.9334,8.878,0.202,6.725,-10.3473
1067,9.8805,-18.7381,-19.5883,-20.0231,-20.2149,-20.1982,0.422,7.6092,-0.1639,11.8362,-0.6671,5.51,0.235,3.489,-10.0444
1068,9.5549,-18.3084,-19.1541,-19.6057,-19.8356,-19.953,0.4375,7.5746,-0.0682,11.7659,0.5092,3.914,0.0,2.333,-9.6231
1069,9.6524,-18.1052,-19.2372,-19.5863,-19.8095,-19.6879,0.3934,7.4632,-0.3653,13.711,0.454,4.992,0.085,3.099,-10.0177
1070,7.915,-15.7363,-17.0125,-17.3717,-17.2841,-17.5823,0.4163,6.4054,-0.809,11.3529,0.059,2.268,0.0,1.351,-8.724
1071,9.3087,-17.5735,-18.4647,-18.8292,-19.0168,-19.0827,0.3891,7.7072,-0.5465,11.5772,-0.1349,2.545,0.026,1.541,-9.8552
1072,9.9154,-18.7971,-19.8416,-20.44,-20.7579,-20.9426,0.5032,8.361,0.33,12.7837,0.4836,2.387,0.019,1.421,-9.5854
1073,9.2313,-17.8901,-18.845,-19.1282,-19.3219,-19.2312,0.318,7.2995,-0.4216,12.3087,0.5264,3.707,0.07,2.266,-9.6529
1074,9.2572,-17.4161,-18.2134,-18.6624,-18.8842,-19.0871,0.4271,7.6883,-0.4379,11.5872,0.3671,2.431,0.0,1.448,-9.6951
1075,9.1409,-16.6549,-18.2437,-18.5968,-18.725,-18.9532,0.4049,6.9291,-0.6965,11.4822,0.1261,5.116,0.046,3.097,-9.8374
1076,8.2551,-16.3685,-16.8485,-17.1091,-17.098,-17.2422,0.2935,6.4433,-0.9726,11.2812,-0.064,3.279,0.028,1.973,-9.2277
1077,10.0743,-19.1826,-20.2422,-20.6445,-20.7785,-20.8341,0.4024,7.587,0.2071,11.986,-0.6164,6.987,0.051,4.301,-9.8672
1078,8.4892,-16.2454,-17.0293,-17.2284,-17.2961,-17.3058,0.2336,7.0779,-1.1258,11.2685,-0.2238,2.025,0.174,1.248,-9.615
1079,9.2787,-17.4069,-18.3324,-18.7333,-18.9041,-18.9423,0.3855,7.1895,-0.5272,11.5702,-0.5064,4.506,0.013,2.711,-9.8059
1080,9.0724,-17.412,-18.2253,-18.6171,-18.69,-18.9479,0.3781,7.0889,-0.5656,11.5461,0.1371,3.968,0.003,2.369,-9.638
1081,10.6354,-19.1244,-20.5241,-21.1864,-21.5151,-21.6746,0.5982,8.2085,0.0081,12.3721,-0.2636,6.538,0.081,4.196,-10.6273
1082,9.3175,-17.5405,-18.4981,-18.8995,-19.1502,-19.1845,0.4077,7.4642,-0.4891,11.5909,0.3581,3.393,0.046,2.061,-9.8066
1083,9.8444,-17.8144,-18.9521,-19.4034,-19.65,-19.6787,0.4432,7.6361,-0.5372,13.7194,1.6339,5.132,0.063,3.107,-10.3816
1084,8.9749,-16.739,-17.7482,-18.1901,-18.4071,-18.5679,0.4395,7.3252,-0.9321,11.8437,0.7517,2.666,0.0,1.589,-9.907
1085,10.3072,-18.5689,-19.9647,-20.6003,-20.9372,-21.1519,0.532,7.887,0.1035,12.1818,0.1893,6.565,0.14,4.084,-10.2037
1086,9.3654,-17.9858,-18.9327,-19.2689,-19.4259,-19.3908,0.3645,7.5954,-0.3174,11.6229,0.0303,3.049,0.072,1.86,-9.6828
1087,10.0646,-18.4771,-19.5435,-19.9994,-20.2251,-20.2816,0.4423,8.1052,-0.2162,11.8415,-0.3681,3.816,0.199,2.311,-10.2808
1088,8.1322,-16.0474,-17.0792,-17.215,-17.1968,-17.1559,0.1417,7.0794,-1.0991,12.4016,0.0141,1.344,0.0,0.801,-9.2313
1089,9.2801,-18.0677,-19.0876,-19.3993,-19.5066,-19.3672,0.3354,7.491,-0.3331,11.6381,0.5861,3.13,0.231,1.857,-9.6132
1090,9.3611,-17.5918,-18.7727,-19.1891,-19.3726,-19.4722,0.4152,7.7542,-0.4491,12.2875,0.566,2.546,0.028,1.527,-9.8102
1091,10.6178,-18.991,-20.3571,-21.0028,-21.2836,-21.4309,0.5993,8.8257,-0.5606,12.8608,0.0983,3.241,0.673,3.337,-11.1784
1092,10.1175,-18.8233,-20.1143,-20.5763,-20.5855,-20.3802,0.3825,7.5863,0.0914,11.9945,0.324,7.425,0.256,4.832,-10.0261
1093,10.0106,-17.7728,-19.0932,-19.6864,-19.9386,-20.1293,0.5444,8.7835,-0.417,11.8748,0.0918,1.677,0.478,1.303,-10.4276
1094,10.5625,-18.3829,-20.0506,-20.7768,-21.1116,-21.313,0.6483,8.5377,-0.1736,15.2306,0.2745,4.213,0.456,3.192,-10.7361
1095,9.8076,-19.383,-20.3607,-20.7749,-20.9088,-21.0978,0.3866,7.8466,0.429,12.0653,-0.7045,3.821,0.018,2.294,-9.3786
1096,8.8072,-16.1303,-17.3166,-17.3314,-17.9613,-16.772,0.035,7.1119,-0.9232,11.2512,-0.1075,2.81,0.0,1.674,-9.7304
1097,9.3192,-16.9572,-18.4763,-18.898,-18.7075,-18.3414,0.4294,7.1479,-1.4332,12.3926,-0.6382,4.833,0.124,2.996,-10.7524
1098,10.2586,-19.4564,-20.7308,-21.1925,-21.3023,-21.5031,0.4291,7.9433,0.2921,12.2543,0.0952,5.842,0.049,3.59,-9.9665
1099,9.6929,-18.4326,-19.4329,-19.8244,-19.9667,-20.2079,0.3235,6.938,-0.1161,11.7573,-0.3181,9.647,0.161,6.052,-9.809
1100,9.1856,-17.7436,-18.7501,-19.0468,-19.173,-19.2662,0.306,7.2319,-0.3432,11.5937,-1.0514,3.776,0.056,2.245,-9.5288
1101,8.5033,-16.0199,-16.9751,-17.2187,-17.2956,-17.2025,0.2338,6.4174,-1.0756,11.459,-0.3829,4.597,0.273,3.201,-9.5789
1102,8.6318,-17.0228,-18.1381,-18.4163,-18.4433,-18.2886,0.2647,6.3869,-0.5381,11.459,-0.3492,5.228,0.022,3.157,-9.1699
1103,10.0427,-17.2386,-19.0046,-19.6576,-20.0486,-20.3755,0.5791,7.9488,-0.2311,11.9134,0.3853,4.789,0.368,3.973,-10.2738
1104,8.8304,-16.983,-17.6604,-18.0358,-18.0808,-18.0757,0.364,6.6432,-0.746,11.4406,0.332,4.961,0.018,2.991,-9.5764
1105,10.0859,-17.2891,-18.7271,-19.4476,-19.8422,-20.0203,0.6357,8.002,-0.1903,11.9165,0.4147,4.59,0.254,3.21,-10.2762
1106,8.6103,-15.9138,-17.067,-17.4466,-17.4656,-17.6216,0.4002,6.7478,-1.0872,11.3552,-0.2131,3.413,0.083,2.099,-9.6974
1107,9.231,-16.6122,-17.9989,-18.3709,-18.5779,-18.1676,0.3693,7.2374,-1.0909,11.476,-0.463,3.937,0.182,2.599,-10.3219
1108,10.9131,-19.3286,-20.7727,-21.4668,-21.7804,-22.0265,0.637,8.6058,-0.4742,12.6774,0.2122,5.717,0.303,4.898,-11.3873
1109,9.1198,-17.5076,-18.4918,-18.8582,-18.9492,-19.0211,0.3718,7.1532,-0.4729,11.575,0.1929,3.859,0.0,2.299,-9.5927
1111,8.5734,-16.717,-17.434,-17.7746,-17.862,-17.866,0.3527,6.9982,-0.7784,11.62,0.5065,2.443,0.0,1.455,-9.3518
1112,8.883,-17.3907,-18.1393,-18.4213,-18.5231,-18.7332,0.2748,7.7112,-0.6186,12.4901,0.8098,1.538,0.224,0.935,-9.5016
1113,10.3143,-19.0696,-20.322,-20.8102,-20.9527,-21.1608,0.4658,8.3105,0.1093,12.138,-0.095,4.076,0.152,2.618,-10.205
1114,9.1653,-17.8403,-18.7033,-19.0198,-19.1486,-19.1577,0.3289,7.7396,-0.3557,11.5945,0.182,2.079,0.12,1.323,-9.521
1115,9.2872,-17.6571,-18.7431,-19.1649,-19.3455,-19.4185,0.4199,7.8794,-0.4013,11.6682,-0.6165,2.016,0.096,1.214,-9.6885
1116,9.2675,-17.7973,-18.8439,-19.1395,-19.0938,-18.88,0.2948,6.91,-0.4291,11.6381,-0.4798,6.012,0.14,3.7,-9.6966
1117,9.7407,-18.0242,-19.2833,-19.7115,-19.81,-19.8232,0.4241,7.5835,-0.8772,11.7417,0.209,4.834,0.176,2.99,-10.6179
1118,9.2615,-17.9857,-18.927,-19.3076,-19.4621,-19.4448,0.3953,7.4057,-0.414,11.6443,0.2512,3.414,0.016,2.052,-9.6755
1119,8.8908,-16.0054,-17.1999,-17.5374,-17.6543,-17.2409,0.3821,7.1702,-1.6815,11.3989,-0.0549,2.893,0.047,1.759,-10.5723
1120,10.5818,-19.0959,-20.5564,-21.1913,-21.4278,-21.6201,0.5697,7.9837,0.065,12.3871,0.2523,8.044,0.103,5.034,-10.5168
1121,10.2661,-18.7868,-20.0491,-20.5123,-20.7047,-20.7353,0.4674,8.1303,-0.3045,11.9801,0.7448,4.708,0.052,2.885,-10.5706
1122,10.5485,-19.1817,-20.5691,-21.1511,-21.4241,-21.5068,0.5204,8.6276,-0.107,12.2886,0.3634,3.726,0.274,2.534,-10.6555
1123,9.25,-18.2816,-19.0308,-19.3648,-19.4257,-19.4012,0.3062,6.6248,-0.2211,11.6386,-0.8549,8.288,0.052,5.037,-9.4711
1124,8.9989,-17.8203,-18.6913,-18.9289,-19.0221,-19.071,0.2012,6.8141,-0.3491,11.5009,-0.453,4.948,0.01,2.92,-9.348
1126,10.1512,-18.5067,-19.5379,-20.0661,-20.3199,-20.3489,0.4979,7.7226,-0.3755,11.9039,-0.3392,6.614,0.083,4.095,-10.5267
