,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
5363,9.4964,-17.6388,-19.1761,-19.4329,-19.5641,-19.4488,0.2833,7.0266,-0.1139,11.6264,-0.4021,6.888,0.197,4.411,-9.6103
5364,9.809,-18.2803,-19.7682,-20.1252,-20.158,-20.1261,0.3233,7.0012,-0.1282,11.8157,-0.9477,10.21,0.171,6.6,-9.9372
5365,10.6706,-18.591,-20.2092,-20.8566,-21.1326,-21.4228,0.5556,8.1405,0.2438,12.3494,-0.1641,7.628,0.045,4.678,-10.4268
5367,9.2843,-17.3839,-18.23,-18.5767,-18.7209,-18.6073,0.3574,7.2198,-0.8348,11.5627,-0.6314,4.365,0.04,2.68,-10.119
5368,8.576,-17.7581,-18.6445,-18.9307,-19.0446,-19.1058,0.2793,6.9681,-0.3544,11.5445,0.3514,2.539,0.0,1.513,-8.9304
5370,9.7821,-18.3915,-19.4105,-19.8217,-19.9641,-20.0073,0.3987,7.5065,-0.4218,11.7874,-0.0788,5.524,0.111,3.385,-10.2039
5371,9.2888,-19.2442,-19.9996,-20.1447,-20.1207,-20.1506,0.1135,7.7154,0.3426,11.7065,-0.8724,2.438,0.018,1.454,-8.9462
5372,8.8128,-16.7397,-17.6176,-18.0163,-18.1425,-18.4508,0.3972,6.8503,-0.8503,12.587,0.2946,3.855,0.019,2.311,-9.6631
5373,8.3407,-15.6335,-16.4267,-16.9102,-16.8767,-16.2787,0.4994,6.8148,-1.2168,11.3293,0.2064,2.313,0.0,1.378,-9.5575
5374,10.1276,-20.0479,-20.9732,-21.4261,-21.626,-21.7565,0.4274,8.3278,0.6334,12.3026,-0.3685,3.198,0.022,1.924,-9.4942
5375,9.6718,-17.2986,-18.5639,-18.9909,-19.1862,-19.1766,0.4692,7.8206,-0.7133,12.2415,-0.3316,3.384,0.037,2.074,-10.3851
5376,8.5253,-16.3589,-17.4658,-17.721,-17.8562,-17.8967,0.2827,7.4532,-0.878,11.3764,0.2453,1.371,0.0,0.817,-9.4033
5377,10.5461,-19.1477,-20.4085,-20.9918,-21.2591,-21.4846,0.5276,8.7012,0.0791,12.2406,-0.4255,3.356,0.37,2.106,-10.467
5379,10.1188,-19.0439,-20.3776,-20.8244,-20.9235,-21.029,0.417,7.6242,-0.1277,12.035,-0.5325,7.062,0.033,4.314,-10.2465
5380,8.4812,-16.0621,-17.0854,-17.4649,-17.6532,-17.815,0.3983,7.0939,-0.8371,12.8458,0.6868,1.98,0.375,1.153,-9.3183
5381,10.3975,-19.41,-20.5532,-21.0392,-21.1861,-21.2098,0.4439,7.9283,0.1346,12.1875,-0.8153,6.953,0.181,4.317,-10.2629
5382,10.629,-19.6765,-20.9556,-21.4284,-21.5203,-21.5608,0.4211,7.7327,0.1789,12.3454,-0.4587,11.285,0.132,6.99,-10.4501
5383,9.4377,-18.4111,-19.3353,-19.6571,-19.6946,-19.9186,0.2783,7.1737,-0.0964,12.3454,-0.5328,5.619,0.1,3.564,-9.5341
5384,10.0162,-18.1732,-19.3055,-19.8048,-20.0459,-20.1873,0.4826,8.5429,-0.5295,11.8335,0.1857,2.199,0.213,1.449,-10.5457
5386,8.4649,-16.134,-17.2602,-17.5173,-17.6207,-17.7746,0.2903,7.2863,-0.8896,11.4356,-0.3838,1.552,0.071,0.92,-9.3545
5387,9.8882,-18.3994,-19.9128,-20.248,-20.3435,-20.4501,0.2844,7.0178,-0.4494,11.8222,-0.3581,11.124,0.08,7.047,-10.3376
5388,8.8255,-17.2672,-18.2483,-18.5368,-18.5529,-18.7018,0.271,7.3423,-0.5936,11.4819,-0.1362,2.221,0.082,1.36,-9.4191
5389,9.8547,-18.3932,-19.543,-20.0669,-20.3072,-20.4098,0.4769,7.4157,-0.4728,11.9491,0.2248,6.796,0.155,4.407,-10.3275
5390,9.2805,-17.0063,-18.0304,-18.5078,-18.7192,-18.8407,0.4737,8.1109,-0.7629,11.5631,0.9492,1.534,0.0,0.914,-10.0434
5391,10.0275,-18.066,-19.1614,-19.7108,-19.9785,-20.143,0.4983,8.1259,-0.2728,11.8318,-0.3101,3.661,0.056,2.236,-10.3003
5392,9.4942,-19.2314,-20.0042,-20.2865,-20.4082,-20.3938,0.2516,7.177,0.4077,11.8031,-1.1807,5.828,0.281,4.313,-9.0865
5393,8.8587,-17.595,-18.3571,-18.6877,-18.7747,-18.9025,0.3128,7.6662,-0.4757,11.5239,-0.0761,1.574,0.0,0.938,-9.3344
5394,10.1117,-18.7206,-19.8104,-20.2585,-20.4455,-20.5263,0.44,8.4666,-0.1834,14.1178,0.9696,2.674,0.205,1.653,-10.2951
5395,11.0872,-20.0605,-21.4075,-22.0747,-22.3951,-22.6305,0.5882,9.0963,0.4343,13.8971,0.7473,4.245,0.566,3.507,-10.6529
5396,9.7514,-18.9571,-19.8908,-20.3326,-20.5127,-20.6585,0.4308,7.8239,0.1026,11.8868,-0.3346,3.662,0.317,2.102,-9.6488
5397,10.3406,-19.0454,-20.2225,-20.7113,-20.7692,-20.6053,0.423,7.7113,-0.12,12.1435,-0.2905,8.346,0.26,5.373,-10.4606
5398,9.8775,-18.8236,-19.83,-20.26,-20.4185,-20.5182,0.4063,7.7136,-0.0562,11.8961,-0.6908,4.893,0.025,2.956,-9.9337
5399,9.6956,-18.5161,-19.4839,-19.9199,-20.0942,-20.2042,0.4262,8.0228,-0.1536,11.808,-0.1683,2.754,0.0,1.641,-9.8492
5400,9.1581,-17.0912,-18.0491,-18.451,-18.3372,-18.1404,0.3733,7.2585,-0.7141,11.5067,-0.7416,3.589,0.373,2.271,-9.8722
5401,11.1098,-19.6674,-21.4064,-22.1871,-22.5537,-22.7806,0.7122,8.6775,-1.0298,13.9348,-0.3407,6.739,0.542,6.991,-12.1396
5403,9.404,-16.5642,-17.8112,-18.288,-18.4906,-18.5603,0.4712,7.5345,-1.1565,12.8458,0.5929,3.441,0.0,2.05,-10.5605
5404,8.6219,-16.2133,-17.1131,-17.3867,-17.4049,-17.3413,0.307,7.132,-1.1125,11.3183,-0.0276,2.216,0.018,1.337,-9.7344
5405,10.0031,-17.8578,-19.0523,-19.5999,-19.9081,-20.0509,0.5158,8.1463,-0.3818,11.8135,0.1961,3.393,0.322,2.201,-10.3849
5406,9.7003,-17.6807,-18.5231,-19.1003,-19.4016,-19.6546,0.5197,7.4075,-0.6395,11.719,-0.5545,5.651,0.02,3.394,-10.3398
5407,10.0471,-19.2823,-20.284,-20.7862,-20.9868,-21.0869,0.3691,8.0507,0.2631,12.41,-0.2987,3.985,0.21,2.637,-9.784
5408,10.4842,-19.1615,-20.3926,-20.9515,-21.2118,-21.4148,0.5239,8.3057,0.1057,12.2201,-1.0094,4.932,0.072,3.034,-10.3785
5409,10.0984,-18.4776,-19.6069,-20.1225,-20.3565,-20.5065,0.4939,8.6315,-0.3021,11.9387,-0.5168,2.164,0.35,1.301,-10.4005
5410,8.9124,-17.031,-17.9572,-18.2733,-18.2289,-18.1833,0.3486,6.86,-0.7039,14.1178,0.3598,4.233,0.044,2.519,-9.6164
5411,9.8634,-18.759,-19.7581,-20.1146,-20.2737,-20.2147,0.3691,7.6923,-0.1835,14.1178,1.2056,4.869,0.083,3.014,-10.0469
5412,8.951,-17.0189,-17.8779,-18.166,-18.307,-18.2144,0.3088,7.3999,-0.8385,14.1178,1.4014,2.416,0.029,1.461,-9.7895
5413,9.8345,-18.1122,-19.2753,-19.6921,-19.8563,-19.7201,0.3913,7.4629,-0.4184,12.2563,0.8366,6.194,0.158,3.922,-10.2529
5414,9.6321,-17.8494,-18.9235,-19.3927,-19.5682,-19.7269,0.4514,8.2465,-0.3505,11.6862,-0.4386,1.975,0.054,1.183,-9.9826
5415,8.9255,-16.6081,-17.5252,-17.8475,-17.9999,-18.2207,0.2734,7.2523,-1.2066,11.3171,-1.4189,2.73,0.09,1.737,-10.1321
5416,9.3894,-17.8582,-18.7112,-19.0562,-19.1685,-19.0105,0.3784,7.022,-0.6544,11.5858,0.0961,6.109,0.027,3.7,-10.0438
5417,9.3363,-16.6997,-17.7083,-18.3288,-18.5245,-18.7013,0.5896,7.5229,-0.9517,11.6071,-0.0592,3.256,0.006,1.947,-10.2881
5418,9.9321,-18.1957,-19.366,-19.8563,-20.0098,-20.0208,0.4791,7.5852,-0.6731,11.8447,0.4129,5.972,0.111,3.676,-10.6052
5419,9.2476,-17.6976,-18.6548,-18.9482,-19.1152,-19.1861,0.329,7.4709,-0.4303,11.5576,0.5194,3.091,0.03,1.864,-9.6779
5421,8.8518,-17.1284,-17.936,-18.3023,-18.4644,-18.6023,0.3758,6.962,-0.8546,11.4804,0.1229,3.508,0.0,2.09,-9.7064
5422,9.3813,-18.1796,-19.2443,-19.5288,-19.5181,-19.5435,0.2657,6.8794,-0.286,11.6662,0.1516,7.163,0.061,4.382,-9.6674
5423,10.7945,-19.8978,-21.4892,-22.0157,-22.1966,-22.3139,0.516,8.0522,0.1569,12.6525,0.0701,9.557,0.162,6.058,-10.6376
5424,9.0102,-17.132,-18.1442,-18.4594,-18.5255,-18.6715,0.3613,7.4164,-0.5659,11.4869,-0.8434,2.494,0.0,1.486,-9.5761
5425,9.0344,-16.9942,-17.8054,-18.2138,-18.4273,-18.5652,0.4143,7.2927,-0.8441,11.5031,-0.8791,2.973,0.293,1.877,-9.8785
5426,10.0996,-18.7776,-19.894,-20.3879,-20.578,-20.8756,0.4537,8.0077,-0.035,11.9973,-0.4764,4.562,0.124,2.959,-10.1346
5427,9.678,-18.7135,-19.6163,-19.9828,-20.0845,-20.1095,0.3624,7.6452,-0.0835,11.7686,-0.6766,4.207,0.126,2.698,-9.7615
5428,8.6859,-16.7346,-17.1883,-17.5912,-17.5924,-18.0989,0.3572,6.3285,-1.0205,11.395,0.1147,6.071,0.128,3.912,-9.7064
5429,10.8095,-20.3453,-21.5788,-22.09,-22.2691,-22.3905,0.4837,8.1885,0.5176,12.7342,0.18,8.232,0.226,5.173,-10.2919
5430,9.2653,-18.1248,-18.9639,-19.231,-19.3554,-19.1932,0.3198,7.411,-1.4616,11.6108,0.5896,3.367,0.0,2.007,-10.7269
5431,10.2398,-18.8702,-19.9761,-20.452,-20.6284,-20.6974,0.4485,8.2693,0.0067,11.9696,0.4462,3.896,0.137,2.41,-10.2331
5432,9.7305,-17.8596,-18.8634,-19.3477,-19.5117,-19.5001,0.4675,7.8181,-0.5622,11.7157,-0.3398,3.623,0.043,2.19,-10.2927
5433,9.0283,-17.0591,-18.2433,-18.5369,-18.5206,-18.4673,0.3114,6.8226,-0.6317,11.4976,0.638,5.084,0.096,3.114,-9.66
5434,9.1628,-17.984,-18.825,-19.162,-19.2347,-19.1349,0.3327,6.9657,-0.4291,11.607,-0.6816,5.004,0.0,2.982,-9.5919
5435,10.2622,-18.1239,-19.47,-20.1912,-20.5045,-20.7148,0.6069,8.1701,-0.2213,12.0811,0.5615,4.495,0.0,2.678,-10.4835
5437,10.4247,-18.9956,-20.5381,-21.044,-21.2621,-21.1698,0.4577,7.9639,-0.4135,12.7452,-0.303,6.897,0.243,4.418,-10.8382
5438,8.8001,-16.4915,-17.4115,-17.7262,-17.9156,-17.8152,0.3337,7.4036,-1.0413,12.7317,0.2912,1.994,0.043,1.196,-9.8414
5439,10.3244,-18.3288,-19.5551,-20.1841,-20.4865,-20.705,0.5638,8.677,0.086,12.0347,0.1677,2.819,0.492,2.363,-10.2384
5440,8.4004,-16.6295,-17.3537,-17.5541,-17.5714,-17.0905,0.1916,6.5361,-0.8177,11.3224,0.2856,3.428,0.016,2.051,-9.2181
5441,9.5961,-19.22,-20.055,-20.3818,-20.463,-20.5345,0.3213,7.8818,0.0996,11.8543,0.3069,2.863,0.255,1.74,-9.4965
5442,10.9325,-19.3064,-20.8581,-21.565,-21.9322,-22.1936,0.6204,8.4027,-0.3167,12.7136,-0.2205,7.532,0.333,5.957,-11.2492
5443,10.1807,-18.7073,-19.8226,-20.3386,-20.587,-20.693,0.4966,8.2107,-0.0725,11.9686,-0.1779,3.858,0.066,2.355,-10.2532
5444,9.9451,-18.5596,-19.6393,-20.0668,-20.2976,-20.389,0.4229,7.9088,-0.1141,11.8464,-0.0001,4.19,0.02,2.518,-10.0593
5445,8.9321,-16.7682,-17.943,-18.1629,-18.2238,-18.4581,0.2389,6.8407,-0.6668,11.3928,0.2891,4.433,0.138,2.685,-9.5989
5446,9.0134,-18.4126,-19.007,-19.1998,-19.2068,-19.2949,0.1269,7.429,0.4091,11.5617,-0.2229,2.505,0.314,2.232,-8.6043
5447,9.4242,-18.0607,-18.9831,-19.3937,-19.498,-19.5176,0.3999,7.3814,-0.4361,13.3557,0.8583,4.192,0.017,2.536,-9.8603
5448,9.814,-18.6312,-19.6364,-20.0899,-20.2747,-20.5137,0.3979,8.0079,0.006,12.152,0.45,3.245,0.097,1.972,-9.808
5449,8.6518,-16.9127,-17.4909,-17.7677,-17.8758,-17.7644,0.2714,6.5907,-0.8758,11.2542,0.0632,4.281,0.0,2.55,-9.5276
5450,9.1861,-17.4281,-18.3849,-18.7194,-18.9166,-19.2675,0.2274,7.1034,-0.5498,11.5245,0.5931,4.393,0.0,2.617,-9.7359
5451,9.0694,-16.4741,-18.2349,-18.5768,-18.3666,-18.5899,0.2966,6.7725,-1.7418,11.5224,0.3087,5.611,0.17,3.294,-10.8112
5452,9.9318,-19.5328,-20.4352,-20.8693,-21.0028,-20.7401,0.3823,7.8561,0.3477,12.1976,0.0988,4.443,0.424,2.952,-9.5841
5453,9.5001,-17.6288,-18.9457,-19.3404,-19.3794,-19.1596,0.374,7.598,-0.8148,11.6563,-0.416,3.565,0.016,2.148,-10.3149
5454,8.5341,-16.4927,-17.5955,-17.7791,-17.7224,-17.8341,0.1407,6.6313,-0.8146,11.3538,-0.0011,3.624,0.042,2.178,-9.3487
5455,9.4305,-18.7819,-19.6574,-19.9254,-20.0354,-20.068,0.2673,7.4571,0.0794,12.7561,-0.201,3.879,0.081,2.413,-9.3511
5456,10.22,-19.7633,-20.9206,-21.2989,-21.3701,-21.3649,0.3724,7.8339,0.4852,12.1981,-1.1062,6.324,0.243,4.109,-9.7348
5457,9.326,-17.5032,-18.4949,-18.9052,-18.984,-18.941,0.4061,6.9053,-0.3788,13.2383,0.4415,7.188,0.464,5.676,-9.7048
5458,10.7085,-20.2737,-21.2869,-21.7444,-21.9525,-22.0638,0.4137,8.4063,0.5162,12.7913,0.1005,5.727,0.054,3.542,-10.1923
5459,8.9226,-17.8117,-18.6002,-18.9298,-18.9944,-19.0776,0.317,7.7051,-0.4286,11.5513,0.2383,1.62,0.0,0.965,-9.3512
5460,10.5752,-19.3151,-20.4183,-20.9707,-21.2245,-21.4563,0.5006,8.3424,0.3257,12.2206,-0.2998,5.24,0.532,3.202,-10.2495
5461,10.0876,-17.8357,-19.0304,-19.6652,-19.9783,-20.1357,0.5796,8.6329,-0.4399,11.9067,0.3968,2.13,0.154,1.293,-10.5275
5462,7.6582,-17.2217,-18.0695,-18.3169,-18.5317,-18.4604,0.2547,6.1402,-0.6367,11.4826,0.289,2.291,0.0,1.365,-8.2949
5463,8.7739,-16.1634,-17.3909,-17.6391,-17.7526,-17.509,0.2676,6.9214,-1.0169,11.3397,-0.8595,3.385,0.057,2.063,-9.7908
5464,8.6258,-16.5735,-17.1048,-17.4863,-17.6189,-17.6957,0.3704,6.7616,-1.1044,11.3801,0.0387,3.513,0.073,2.17,-9.7302
5465,9.1364,-16.9933,-18.146,-18.4842,-18.6189,-18.4329,0.32,7.2232,-0.808,11.4761,-0.4338,3.607,0.153,2.109,-9.9444
5466,7.7765,-15.8811,-16.4784,-16.6482,-16.668,-16.6679,0.2077,7.4775,-0.9939,11.1786,-1.7054,0.563,0.012,0.335,-8.7704
5467,10.2397,-18.4,-19.5581,-20.1546,-20.4338,-20.6337,0.5381,8.7145,-0.3613,11.9943,0.0633,2.376,0.13,1.566,-10.601
5468,10.2249,-17.7802,-18.9536,-19.6239,-20.0614,-20.229,0.5875,7.4969,-0.6533,11.9066,-0.4495,9.376,0.105,5.963,-10.8782
5469,9.2113,-18.3026,-19.2736,-19.5332,-19.5889,-19.6452,0.2654,7.3206,-0.0162,11.6573,0.4976,3.509,0.108,2.214,-9.2276
5470,8.8336,-17.213,-18.0689,-18.3456,-18.4834,-18.5909,0.3163,7.3255,-0.6264,11.4588,-0.7086,2.262,0.054,1.37,-9.4599
5471,10.6472,-19.8103,-20.9098,-21.4329,-21.6394,-21.7461,0.4869,8.0696,0.3569,12.3502,-0.2513,7.836,0.05,4.846,-10.2903
5472,9.6362,-17.9975,-19.0146,-19.4363,-19.6116,-19.7733,0.4106,8.0235,-0.4138,11.7047,0.0857,2.59,0.149,1.583,-10.05
5473,9.5682,-18.4849,-19.5457,-19.883,-20.0239,-20.0896,0.371,7.255,0.0082,11.7606,0.428,5.794,0.09,3.56,-9.56
5474,10.0282,-18.6325,-19.6646,-20.1117,-20.276,-20.453,0.4526,8.6664,-0.1065,12.2156,-0.4138,1.921,0.141,1.155,-10.1347
5475,9.2481,-17.7361,-18.6342,-18.9886,-19.1561,-19.1494,0.3474,6.7651,-0.4392,11.5884,0.3054,7.072,0.122,4.397,-9.6873
5476,9.8618,-18.4974,-19.6172,-20.0726,-20.2592,-20.4559,0.4392,7.9854,-0.1238,11.8824,-0.3179,3.47,0.218,2.103,-9.9856
5477,10.6469,-19.3513,-20.7359,-21.2739,-21.5432,-21.5958,0.4947,8.2615,0.1639,12.2738,-0.4231,6.299,0.135,4.004,-10.483
5478,9.7159,-17.4854,-18.488,-18.9369,-19.157,-19.2235,0.4359,7.5321,-0.6344,11.6199,0.7103,4.993,0.054,3.06,-10.3504
5479,8.7124,-17.6291,-18.3651,-18.6712,-18.8046,-18.8774,0.3404,7.5804,-0.2816,11.5378,0.537,1.222,0.826,0.308,-8.994
5480,8.7385,-16.8259,-17.5894,-17.8969,-18.0893,-18.1897,0.3316,7.9082,-0.8173,11.4202,-0.111,1.041,0.093,0.657,-9.5558
5481,10.2435,-18.476,-20.0297,-20.6225,-20.9142,-21.0551,0.5331,7.1823,-0.1002,12.152,-0.5439,13.875,0.129,9.16,-10.3437
5482,10.23,-18.8783,-20.2124,-20.7277,-20.8602,-20.7817,0.5083,7.6919,-0.5567,12.0792,0.4497,7.433,0.045,4.538,-10.7867
5483,9.5297,-18.1937,-19.1304,-19.4646,-19.6411,-19.6265,0.3305,7.5894,-0.3328,11.6651,-0.3285,3.797,0.087,2.364,-9.8625
5484,10.4317,-18.7048,-20.0295,-20.6504,-20.9345,-21.1593,0.5577,8.4227,-0.0841,13.5181,-0.3634,4.102,0.136,2.734,-10.5158
5485,10.1424,-19.0381,-20.0941,-20.5707,-20.7694,-20.9133,0.4462,7.7732,0.0829,12.6042,-0.0674,6.16,0.018,3.696,-10.0595
5486,9.8434,-18.8034,-19.9683,-20.3705,-20.4715,-20.5179,0.4084,7.4325,-0.1774,11.9233,-1.1442,6.541,0.092,4.072,-10.0208
5487,9.112,-17.2688,-18.0674,-18.5285,-18.2031,-18.8058,0.4592,6.7222,-0.6991,11.5569,-0.7003,6.283,0.097,3.94,-9.811
5488,10.298,-18.1015,-19.251,-19.914,-20.2869,-20.3509,0.5793,7.6356,-0.414,11.963,-0.465,8.673,0.055,5.424,-10.712
5489,9.7633,-18.584,-19.6686,-20.0585,-20.2173,-20.2969,0.3841,8.1916,-0.023,11.8232,-0.342,2.486,0.167,1.598,-9.7863
5490,9.3085,-18.347,-19.3848,-19.6654,-19.6437,-19.8631,0.263,7.4659,-0.0662,12.7646,-0.0234,3.317,0.239,2.026,-9.3747
5491,9.2393,-17.7851,-18.8201,-19.13,-19.2679,-19.2174,0.3473,7.4178,-0.5186,11.5935,-0.3774,3.266,0.016,1.958,-9.7579
5492,10.478,-18.184,-19.6718,-20.3825,-20.7681,-21.0206,0.6426,8.4245,-0.1382,12.2007,0.0487,4.331,0.4,3.497,-10.6162
5493,10.5375,-19.2766,-20.4264,-20.9843,-21.24,-21.4638,0.5244,8.7818,0.2044,12.2985,0.3687,3.093,0.435,2.24,-10.3331
5494,10.6612,-20.7301,-21.7633,-22.2014,-22.3997,-22.4439,0.4036,8.223,0.6966,12.723,-0.3342,6.672,0.441,4.123,-9.9646
5495,8.7136,-16.3764,-17.2795,-17.5774,-17.7827,-17.9787,0.2896,6.625,-0.9524,11.3251,-1.1332,4.385,0.124,2.713,-9.666
5496,9.7566,-16.9899,-18.4188,-19.0594,-19.3615,-19.6334,0.5583,7.6194,-0.7788,11.7489,-0.2206,4.786,0.092,2.993,-10.5354
5497,8.6609,-16.9796,-17.6804,-17.9319,-17.8634,-17.8309,0.227,6.8108,-0.8196,11.3876,0.4777,3.298,0.19,2.141,-9.4805
5498,9.1267,-17.7416,-18.7393,-19.0426,-19.0692,-19.0874,0.2959,7.2097,-0.3208,11.5664,0.1413,3.627,0.015,2.162,-9.4475
5499,10.0043,-18.3604,-19.4793,-19.8753,-20.0667,-20.0825,0.4018,7.8399,-0.3023,11.7762,1.021,4.895,0.234,3.172,-10.3066
5500,9.25,-18.5693,-19.2091,-19.4803,-19.5108,-19.6952,0.254,7.356,-0.1037,11.6354,-0.899,3.579,0.249,2.277,-9.3537
5501,9.4494,-17.3583,-18.6101,-19.0013,-19.1515,-19.0817,0.3894,7.4622,-0.5394,11.632,0.1457,3.944,0.137,2.435,-9.9888
5502,10.4133,-19.0048,-20.1697,-20.6353,-20.7341,-20.6714,0.4226,7.6499,0.4027,14.1472,0.2438,9.607,0.0,5.724,-10.0106
5503,9.1097,-17.9023,-18.7099,-18.9872,-19.1013,-19.1822,0.3099,7.7144,-0.3966,11.5667,0.363,1.947,0.052,1.209,-9.5062
5504,10.0742,-18.532,-19.695,-20.2108,-20.4734,-20.675,0.5058,8.4386,0.0075,12.6164,-0.9567,2.623,0.0,1.562,-10.0667
5505,9.1259,-17.0995,-18.1577,-18.4127,-18.4234,-18.4155,0.2592,7.0256,-0.7968,11.4898,-0.511,4.464,0.23,2.721,-9.9228
5506,9.6829,-18.5684,-19.6851,-20.0051,-19.9984,-20.099,0.3143,7.3034,-0.4921,11.7599,-0.4888,6.214,0.065,3.911,-10.175
5507,9.0046,-17.3741,-18.0712,-18.4231,-18.5754,-18.6006,0.375,7.2094,-0.6865,11.5075,0.3176,3.174,0.022,1.916,-9.6911
5508,10.7131,-19.4602,-20.9648,-21.5516,-21.7768,-21.8492,0.5497,8.1926,-0.6574,13.7546,0.0814,7.512,0.389,6.019,-11.3705
5509,9.1401,-17.5469,-18.1622,-18.5619,-19.0426,-18.9978,0.3769,6.5733,-0.6504,11.5451,0.3443,7.903,0.225,5.33,-9.7904
5510,9.0975,-17.3359,-18.1987,-18.5849,-18.5883,-18.2654,0.3896,6.9096,-0.7131,14.3729,1.0694,4.954,0.075,2.993,-9.8106
5511,10.0892,-18.3578,-19.5973,-20.1668,-20.4645,-20.736,0.4687,7.2724,-0.0967,11.964,0.1401,10.285,0.45,6.562,-10.1859
5512,9.8206,-17.6738,-19.2618,-19.7757,-19.8961,-19.8111,0.5149,7.4837,-1.3986,11.8442,-0.1719,5.854,0.069,3.613,-11.2192
5513,10.6389,-19.0191,-20.5137,-21.1156,-21.3959,-21.5508,0.5308,8.2539,0.2759,12.3388,-0.5991,6.369,0.381,4.536,-10.363
5514,9.6333,-16.8845,-18.6372,-18.9923,-19.1809,-19.1976,0.3447,7.6109,-1.4671,11.5793,-0.5775,4.098,0.043,2.509,-11.1004
5515,9.2565,-16.6685,-17.9908,-18.3442,-18.6231,-17.945,0.3637,7.2974,-1.0727,11.4779,0.0643,3.814,0.128,2.384,-10.3292
5517,8.462,-16.9878,-17.7046,-17.9736,-18.1206,-18.1525,0.2863,7.0698,-0.6618,14.124,1.024,1.982,0.0,1.181,-9.1238
5518,9.4181,-17.7414,-19.0562,-19.4119,-19.5277,-19.1693,0.4284,7.3434,-0.2422,11.6796,0.3237,4.336,0.17,2.694,-9.6603
5520,10.6154,-19.5246,-20.8159,-21.2817,-21.4156,-21.4194,0.4389,8.2613,-0.0502,12.2626,-0.6266,6.077,0.059,3.786,-10.6656
5522,10.1485,-19.0995,-20.4013,-20.9101,-21.1498,-21.3299,0.4755,7.3232,0.4398,12.183,-1.1451,10.456,0.028,6.349,-9.7087
5523,10.3825,-18.2815,-19.6581,-20.3652,-20.694,-20.9612,0.5976,8.6529,0.0917,12.2006,-0.3065,2.974,0.111,1.887,-10.2908
5524,9.6972,-18.6613,-19.6643,-20.0594,-20.1565,-20.2813,0.3818,7.6577,-0.0505,11.8264,-0.2295,4.288,0.103,2.622,-9.7477
5525,9.7038,-19.1322,-19.9568,-20.2984,-20.3681,-20.3945,0.3358,7.6269,0.1272,11.8419,-0.8299,4.4,0.054,2.706,-9.5766
5526,10.1398,-19.0,-20.0707,-20.6206,-20.8684,-21.1075,0.4963,7.3521,0.106,12.1512,-0.5408,10.007,0.169,6.329,-10.0338
5527,10.1265,-18.1879,-19.3906,-19.9483,-20.2372,-20.3811,0.5171,7.7491,-0.1916,14.1507,1.2145,6.204,0.0,3.696,-10.3181
5528,9.3322,-17.9298,-18.8789,-19.2047,-19.3849,-19.3923,0.3457,7.2324,-0.3142,11.6116,-0.0156,4.473,0.042,2.716,-9.6464
5529,8.8219,-17.4534,-18.1499,-18.4046,-18.5354,-18.503,0.2769,6.8889,-0.5057,12.3038,-0.7267,3.717,0.027,2.219,-9.3276
5530,9.4681,-18.4596,-19.3916,-19.6786,-19.7211,-19.8018,0.2937,6.9927,-0.1148,12.1475,0.0392,7.11,0.34,4.969,-9.5829
5531,9.5032,-16.5315,-17.6694,-18.2895,-18.5609,-18.8108,0.5391,8.9267,-0.6338,11.5927,-0.4477,0.767,0.336,0.47,-10.137
5532,10.5537,-19.9601,-21.1139,-21.571,-21.7197,-21.8183,0.4193,8.2799,0.5509,12.3848,-0.5266,5.79,0.51,4.337,-10.0028
5533,8.873,-17.1302,-18.0172,-18.3123,-18.3672,-18.5631,0.263,7.1687,-0.6143,11.4453,-0.2895,2.861,0.068,1.742,-9.4873
5534,9.4005,-18.1646,-19.1152,-19.4097,-19.3731,-19.0374,0.2827,7.3236,-0.2942,11.6279,-0.112,4.373,0.308,2.675,-9.6947
5535,9.5981,-17.6923,-18.9674,-19.3548,-19.3503,-19.102,0.3622,7.3792,-1.1769,11.6825,0.1547,5.164,0.048,3.145,-10.775
5536,9.8925,-18.4943,-19.2343,-19.6169,-19.6631,-19.7207,0.3895,6.8011,-0.2627,11.7414,-0.2395,13.979,0.163,9.275,-10.1552
5537,10.0333,-18.3776,-19.443,-19.9341,-20.1383,-20.2435,0.4809,8.0568,-0.2699,11.8427,-0.6967,3.916,0.067,2.381,-10.3032
5538,8.4204,-15.9511,-16.9759,-17.3297,-17.4481,-17.5383,0.3883,7.4562,-1.1112,11.3478,0.094,1.223,0.137,0.709,-9.5316
5539,10.3804,-19.102,-20.2643,-20.8071,-21.0551,-21.1525,0.5061,7.95,-0.1404,12.1896,-0.2968,6.599,0.126,4.03,-10.5208
5540,11.3713,-20.616,-22.1895,-22.843,-23.1166,-23.2928,0.607,8.5564,-0.373,13.4161,-0.5817,10.342,0.276,6.644,-11.7443
5541,9.0775,-16.9636,-18.0474,-18.4906,-18.6995,-18.827,0.4666,7.4763,-0.7396,11.5622,-1.5633,2.53,0.0,1.507,-9.8171
5542,10.3438,-18.7649,-19.922,-20.4519,-20.7152,-20.8849,0.4846,8.5041,-0.2783,12.1369,-0.2121,3.473,0.783,3.373,-10.6221
5543,10.8154,-19.7977,-21.1164,-21.6497,-21.8511,-21.9123,0.4627,8.3735,0.1422,12.6088,-0.3738,6.869,0.285,5.693,-10.6732
